Character(character=',', codepoint='U+002c', name='COMMA')
Character(character='с', codepoint='U+0441', name='CYRILLIC SMALL LETTER ES')
Character(character='т', codepoint='U+0442', name='CYRILLIC SMALL LETTER TE')
Character(character='у', codepoint='U+0443', name='CYRILLIC SMALL LETTER U')
Character(character='ф', codepoint='U+0444', name='CYRILLIC SMALL LETTER EF')
Character(character='х', codepoint='U+0445', name='CYRILLIC SMALL LETTER HA')
Character(character='ц', codepoint='U+0446', name='CYRILLIC SMALL LETTER TSE')
Character(character='ч', codepoint='U+0447', name='CYRILLIC SMALL LETTER CHE')
Character(character='ш', codepoint='U+0448', name='CYRILLIC SMALL LETTER SHA')
Character(character='щ', codepoint='U+0449', name='CYRILLIC SMALL LETTER SHCHA')
Character(character='ъ', codepoint='U+044a', name='CYRILLIC SMALL LETTER HARD SIGN')
Character(character='ы', codepoint='U+044b', name='CYRILLIC SMALL LETTER YERU')
Character(character='ь', codepoint='U+044c', name='CYRILLIC SMALL LETTER SOFT SIGN')
Character(character='э', codepoint='U+044d', name='CYRILLIC SMALL LETTER E')
Character(character='ю', codepoint='U+044e', name='CYRILLIC SMALL LETTER YU')
Character(character='я', codepoint='U+044f', name='CYRILLIC SMALL LETTER YA')
Character(character='ё', codepoint='U+0451', name='CYRILLIC SMALL LETTER IO')
Character(character='Ѥ', codepoint='U+0464', name='CYRILLIC CAPITAL LETTER IOTIFIED E')
Character(character='ѥ', codepoint='U+0465', name='CYRILLIC SMALL LETTER IOTIFIED E')
Character(character='Ѧ', codepoint='U+0466', name='CYRILLIC CAPITAL LETTER LITTLE YUS')
Character(character='ѧ', codepoint='U+0467', name='CYRILLIC SMALL LETTER LITTLE YUS')
Character(character='Ѩ', codepoint='U+0468', name='CYRILLIC CAPITAL LETTER IOTIFIED LITTLE YUS')
Character(character='ѩ', codepoint='U+0469', name='CYRILLIC SMALL LETTER IOTIFIED LITTLE YUS')
Character(character='Ѫ', codepoint='U+046a', name='CYRILLIC CAPITAL LETTER BIG YUS')
Character(character='ѫ', codepoint='U+046b', name='CYRILLIC SMALL LETTER BIG YUS')
Character(character='Ѭ', codepoint='U+046c', name='CYRILLIC CAPITAL LETTER IOTIFIED BIG YUS')
Character(character='ѭ', codepoint='U+046d', name='CYRILLIC SMALL LETTER IOTIFIED BIG YUS')
Character(character='Ḃ', codepoint='U+1e02', name='LATIN CAPITAL LETTER B WITH DOT ABOVE')
Character(character='ḃ', codepoint='U+1e03', name='LATIN SMALL LETTER B WITH DOT ABOVE')
Character(character='Ḋ', codepoint='U+1e0a', name='LATIN CAPITAL LETTER D WITH DOT ABOVE')
Character(character='ḋ', codepoint='U+1e0b', name='LATIN SMALL LETTER D WITH DOT ABOVE')
Character(character='Ḍ', codepoint='U+1e0c', name='LATIN CAPITAL LETTER D WITH DOT BELOW')
Character(character='ḍ', codepoint='U+1e0d', name='LATIN SMALL LETTER D WITH DOT BELOW')
Character(character='Ḫ', codepoint='U+1e2a', name='LATIN CAPITAL LETTER H WITH BREVE BELOW')
Character(character='ḫ', codepoint='U+1e2b', name='LATIN SMALL LETTER H WITH BREVE BELOW')
Character(character='Ṁ', codepoint='U+1e40', name='LATIN CAPITAL LETTER M WITH DOT ABOVE')
Character(character='ṁ', codepoint='U+1e41', name='LATIN SMALL LETTER M WITH DOT ABOVE')
Character(character='Ṃ', codepoint='U+1e42', name='LATIN CAPITAL LETTER M WITH DOT BELOW')
Character(character='ṃ', codepoint='U+1e43', name='LATIN SMALL LETTER M WITH DOT BELOW')
Character(character='Ṇ', codepoint='U+1e46', name='LATIN CAPITAL LETTER N WITH DOT BELOW')
Character(character='ṇ', codepoint='U+1e47', name='LATIN SMALL LETTER N WITH DOT BELOW')
Character(character='Ṗ', codepoint='U+1e56', name='LATIN CAPITAL LETTER P WITH DOT ABOVE')
Character(character='ṗ', codepoint='U+1e57', name='LATIN SMALL LETTER P WITH DOT ABOVE')
Character(character='Ṡ', codepoint='U+1e60', name='LATIN CAPITAL LETTER S WITH DOT ABOVE')
Character(character='ṡ', codepoint='U+1e61', name='LATIN SMALL LETTER S WITH DOT ABOVE')
Character(character='Ṣ', codepoint='U+1e62', name='LATIN CAPITAL LETTER S WITH DOT BELOW')
Character(character='ṣ', codepoint='U+1e63', name='LATIN SMALL LETTER S WITH DOT BELOW')
Character(character='Ṫ', codepoint='U+1e6a', name='LATIN CAPITAL LETTER T WITH DOT ABOVE')
Character(character='ṫ', codepoint='U+1e6b', name='LATIN SMALL LETTER T WITH DOT ABOVE')
Character(character='Ṭ', codepoint='U+1e6c', name='LATIN CAPITAL LETTER T WITH DOT BELOW')
Character(character='ṭ', codepoint='U+1e6d', name='LATIN SMALL LETTER T WITH DOT BELOW')
Character(character='Ẽ', codepoint='U+1ebc', name='LATIN CAPITAL LETTER E WITH TILDE')
Character(character='ẽ', codepoint='U+1ebd', name='LATIN SMALL LETTER E WITH TILDE')
Character(character='Ỹ', codepoint='U+1ef8', name='LATIN CAPITAL LETTER Y WITH TILDE')
Character(character='ỹ', codepoint='U+1ef9', name='LATIN SMALL LETTER Y WITH TILDE')
Character(character='ἀ', codepoint='U+1f00', name='GREEK SMALL LETTER ALPHA WITH PSILI')
Character(character='ἁ', codepoint='U+1f01', name='GREEK SMALL LETTER ALPHA WITH DASIA')
Character(character='ἂ', codepoint='U+1f02', name='GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA')
Character(character='ἃ', codepoint='U+1f03', name='GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA')
Character(character='ἄ', codepoint='U+1f04', name='GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA')
Character(character='ἅ', codepoint='U+1f05', name='GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA')
Character(character='ἆ', codepoint='U+1f06', name='GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI')
Character(character='ἇ', codepoint='U+1f07', name='GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI')
Character(character='Ἀ', codepoint='U+1f08', name='GREEK CAPITAL LETTER ALPHA WITH PSILI')
Character(character='Ἁ', codepoint='U+1f09', name='GREEK CAPITAL LETTER ALPHA WITH DASIA')
Character(character='Ἂ', codepoint='U+1f0a', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA')
Character(character='Ἃ', codepoint='U+1f0b', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA')
Character(character='Ἄ', codepoint='U+1f0c', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA')
Character(character='Ἅ', codepoint='U+1f0d', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA')
Character(character='Ἆ', codepoint='U+1f0e', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI')
Character(character='Ἇ', codepoint='U+1f0f', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI')
Character(character='ἐ', codepoint='U+1f10', name='GREEK SMALL LETTER EPSILON WITH PSILI')
Character(character='ἑ', codepoint='U+1f11', name='GREEK SMALL LETTER EPSILON WITH DASIA')
Character(character='ἒ', codepoint='U+1f12', name='GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA')
Character(character='ἓ', codepoint='U+1f13', name='GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA')
Character(character='ἔ', codepoint='U+1f14', name='GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA')
Character(character='ἕ', codepoint='U+1f15', name='GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA')
Character(character='Ἐ', codepoint='U+1f18', name='GREEK CAPITAL LETTER EPSILON WITH PSILI')
Character(character='Ἑ', codepoint='U+1f19', name='GREEK CAPITAL LETTER EPSILON WITH DASIA')
Character(character='Ἒ', codepoint='U+1f1a', name='GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA')
Character(character='Ἓ', codepoint='U+1f1b', name='GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA')
Character(character='Ἔ', codepoint='U+1f1c', name='GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA')
Character(character='Ἕ', codepoint='U+1f1d', name='GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA')
Character(character='ἠ', codepoint='U+1f20', name='GREEK SMALL LETTER ETA WITH PSILI')
Character(character='ἡ', codepoint='U+1f21', name='GREEK SMALL LETTER ETA WITH DASIA')
Character(character='ἢ', codepoint='U+1f22', name='GREEK SMALL LETTER ETA WITH PSILI AND VARIA')
Character(character='ἣ', codepoint='U+1f23', name='GREEK SMALL LETTER ETA WITH DASIA AND VARIA')
Character(character='ἤ', codepoint='U+1f24', name='GREEK SMALL LETTER ETA WITH PSILI AND OXIA')
Character(character='ἥ', codepoint='U+1f25', name='GREEK SMALL LETTER ETA WITH DASIA AND OXIA')
Character(character='ἦ', codepoint='U+1f26', name='GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI')
Character(character='ἧ', codepoint='U+1f27', name='GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI')
Character(character='Ἠ', codepoint='U+1f28', name='GREEK CAPITAL LETTER ETA WITH PSILI')
Character(character='Ἡ', codepoint='U+1f29', name='GREEK CAPITAL LETTER ETA WITH DASIA')
Character(character='Ἢ', codepoint='U+1f2a', name='GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA')
Character(character='Ἣ', codepoint='U+1f2b', name='GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA')
Character(character='Ἤ', codepoint='U+1f2c', name='GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA')
Character(character='Ἥ', codepoint='U+1f2d', name='GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA')
Character(character='Ἦ', codepoint='U+1f2e', name='GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI')
Character(character='Ἧ', codepoint='U+1f2f', name='GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI')
Character(character='ἰ', codepoint='U+1f30', name='GREEK SMALL LETTER IOTA WITH PSILI')
Character(character='ἱ', codepoint='U+1f31', name='GREEK SMALL LETTER IOTA WITH DASIA')
Character(character='ἲ', codepoint='U+1f32', name='GREEK SMALL LETTER IOTA WITH PSILI AND VARIA')
Character(character='ἳ', codepoint='U+1f33', name='GREEK SMALL LETTER IOTA WITH DASIA AND VARIA')
Character(character='ἴ', codepoint='U+1f34', name='GREEK SMALL LETTER IOTA WITH PSILI AND OXIA')
Character(character='ἵ', codepoint='U+1f35', name='GREEK SMALL LETTER IOTA WITH DASIA AND OXIA')
Character(character='ἶ', codepoint='U+1f36', name='GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI')
Character(character='ἷ', codepoint='U+1f37', name='GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI')
Character(character='Ἰ', codepoint='U+1f38', name='GREEK CAPITAL LETTER IOTA WITH PSILI')
Character(character='Ἱ', codepoint='U+1f39', name='GREEK CAPITAL LETTER IOTA WITH DASIA')
Character(character='Ἲ', codepoint='U+1f3a', name='GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA')
Character(character='Ἳ', codepoint='U+1f3b', name='GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA')
Character(character='Ἴ', codepoint='U+1f3c', name='GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA')
Character(character='Ἵ', codepoint='U+1f3d', name='GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA')
Character(character='Ἶ', codepoint='U+1f3e', name='GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI')
Character(character='Ἷ', codepoint='U+1f3f', name='GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI')
Character(character='ὀ', codepoint='U+1f40', name='GREEK SMALL LETTER OMICRON WITH PSILI')
Character(character='ὁ', codepoint='U+1f41', name='GREEK SMALL LETTER OMICRON WITH DASIA')
Character(character='ὂ', codepoint='U+1f42', name='GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA')
Character(character='ὃ', codepoint='U+1f43', name='GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA')
Character(character='ὄ', codepoint='U+1f44', name='GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA')
Character(character='ὅ', codepoint='U+1f45', name='GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA')
Character(character='Ὀ', codepoint='U+1f48', name='GREEK CAPITAL LETTER OMICRON WITH PSILI')
Character(character='Ὁ', codepoint='U+1f49', name='GREEK CAPITAL LETTER OMICRON WITH DASIA')
Character(character='Ὂ', codepoint='U+1f4a', name='GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA')
Character(character='Ὃ', codepoint='U+1f4b', name='GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA')
Character(character='Ὄ', codepoint='U+1f4c', name='GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA')
Character(character='Ὅ', codepoint='U+1f4d', name='GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA')
Character(character='ὐ', codepoint='U+1f50', name='GREEK SMALL LETTER UPSILON WITH PSILI')
Character(character='ὑ', codepoint='U+1f51', name='GREEK SMALL LETTER UPSILON WITH DASIA')
Character(character='ὒ', codepoint='U+1f52', name='GREEK SMALL LETTER UPSILON WITH PSILI AND VARIA')
Character(character='ὓ', codepoint='U+1f53', name='GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA')
Character(character='ὔ', codepoint='U+1f54', name='GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA')
Character(character='ὕ', codepoint='U+1f55', name='GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA')
Character(character='ὖ', codepoint='U+1f56', name='GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI')
Character(character='ὗ', codepoint='U+1f57', name='GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI')
Character(character='Ὑ', codepoint='U+1f59', name='GREEK CAPITAL LETTER UPSILON WITH DASIA')
Character(character='Ὓ', codepoint='U+1f5b', name='GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA')
Character(character='Ὕ', codepoint='U+1f5d', name='GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA')
Character(character='Ὗ', codepoint='U+1f5f', name='GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI')
Character(character='ὠ', codepoint='U+1f60', name='GREEK SMALL LETTER OMEGA WITH PSILI')
Character(character='ὡ', codepoint='U+1f61', name='GREEK SMALL LETTER OMEGA WITH DASIA')
Character(character='ὢ', codepoint='U+1f62', name='GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA')
Character(character='ὣ', codepoint='U+1f63', name='GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA')
Character(character='ὤ', codepoint='U+1f64', name='GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA')
Character(character='ὥ', codepoint='U+1f65', name='GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA')
Character(character='ὦ', codepoint='U+1f66', name='GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI')
Character(character='ὧ', codepoint='U+1f67', name='GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI')
Character(character='Ὠ', codepoint='U+1f68', name='GREEK CAPITAL LETTER OMEGA WITH PSILI')
Character(character='Ὡ', codepoint='U+1f69', name='GREEK CAPITAL LETTER OMEGA WITH DASIA')
Character(character='Ὢ', codepoint='U+1f6a', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA')
Character(character='Ὣ', codepoint='U+1f6b', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA')
Character(character='Ὤ', codepoint='U+1f6c', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA')
Character(character='Ὥ', codepoint='U+1f6d', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA')
Character(character='Ὦ', codepoint='U+1f6e', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI')
Character(character='Ὧ', codepoint='U+1f6f', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI')
Character(character='ὰ', codepoint='U+1f70', name='GREEK SMALL LETTER ALPHA WITH VARIA')
Character(character='ά', codepoint='U+1f71', name='GREEK SMALL LETTER ALPHA WITH OXIA')
Character(character='ὲ', codepoint='U+1f72', name='GREEK SMALL LETTER EPSILON WITH VARIA')
Character(character='έ', codepoint='U+1f73', name='GREEK SMALL LETTER EPSILON WITH OXIA')
Character(character='ὴ', codepoint='U+1f74', name='GREEK SMALL LETTER ETA WITH VARIA')
Character(character='ή', codepoint='U+1f75', name='GREEK SMALL LETTER ETA WITH OXIA')
Character(character='ὶ', codepoint='U+1f76', name='GREEK SMALL LETTER IOTA WITH VARIA')
Character(character='ί', codepoint='U+1f77', name='GREEK SMALL LETTER IOTA WITH OXIA')
Character(character='ὸ', codepoint='U+1f78', name='GREEK SMALL LETTER OMICRON WITH VARIA')
Character(character='ό', codepoint='U+1f79', name='GREEK SMALL LETTER OMICRON WITH OXIA')
Character(character='ὺ', codepoint='U+1f7a', name='GREEK SMALL LETTER UPSILON WITH VARIA')
Character(character='ύ', codepoint='U+1f7b', name='GREEK SMALL LETTER UPSILON WITH OXIA')
Character(character='ὼ', codepoint='U+1f7c', name='GREEK SMALL LETTER OMEGA WITH VARIA')
Character(character='ώ', codepoint='U+1f7d', name='GREEK SMALL LETTER OMEGA WITH OXIA')
Character(character='ᾀ', codepoint='U+1f80', name='GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI')
Character(character='ᾁ', codepoint='U+1f81', name='GREEK SMALL LETTER ALPHA WITH DASIA AND YPOGEGRAMMENI')
Character(character='ᾂ', codepoint='U+1f82', name='GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾃ', codepoint='U+1f83', name='GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾄ', codepoint='U+1f84', name='GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾅ', codepoint='U+1f85', name='GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾆ', codepoint='U+1f86', name='GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾇ', codepoint='U+1f87', name='GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾈ', codepoint='U+1f88', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI')
Character(character='ᾉ', codepoint='U+1f89', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND PROSGEGRAMMENI')
Character(character='ᾊ', codepoint='U+1f8a', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾋ', codepoint='U+1f8b', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾌ', codepoint='U+1f8c', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾍ', codepoint='U+1f8d', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾎ', codepoint='U+1f8e', name='GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾏ', codepoint='U+1f8f', name='GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾐ', codepoint='U+1f90', name='GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI')
Character(character='ᾑ', codepoint='U+1f91', name='GREEK SMALL LETTER ETA WITH DASIA AND YPOGEGRAMMENI')
Character(character='ᾒ', codepoint='U+1f92', name='GREEK SMALL LETTER ETA WITH PSILI AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾓ', codepoint='U+1f93', name='GREEK SMALL LETTER ETA WITH DASIA AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾔ', codepoint='U+1f94', name='GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾕ', codepoint='U+1f95', name='GREEK SMALL LETTER ETA WITH DASIA AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾖ', codepoint='U+1f96', name='GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾗ', codepoint='U+1f97', name='GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾘ', codepoint='U+1f98', name='GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI')
Character(character='ᾙ', codepoint='U+1f99', name='GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI')
Character(character='ᾚ', codepoint='U+1f9a', name='GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾛ', codepoint='U+1f9b', name='GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾜ', codepoint='U+1f9c', name='GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾝ', codepoint='U+1f9d', name='GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾞ', codepoint='U+1f9e', name='GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾟ', codepoint='U+1f9f', name='GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾠ', codepoint='U+1fa0', name='GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI')
Character(character='ᾡ', codepoint='U+1fa1', name='GREEK SMALL LETTER OMEGA WITH DASIA AND YPOGEGRAMMENI')
Character(character='ᾢ', codepoint='U+1fa2', name='GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾣ', codepoint='U+1fa3', name='GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA AND YPOGEGRAMMENI')
Character(character='ᾤ', codepoint='U+1fa4', name='GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾥ', codepoint='U+1fa5', name='GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA AND YPOGEGRAMMENI')
Character(character='ᾦ', codepoint='U+1fa6', name='GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾧ', codepoint='U+1fa7', name='GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI')
Character(character='ᾨ', codepoint='U+1fa8', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI')
Character(character='ᾩ', codepoint='U+1fa9', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI')
Character(character='ᾪ', codepoint='U+1faa', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾫ', codepoint='U+1fab', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI')
Character(character='ᾬ', codepoint='U+1fac', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾭ', codepoint='U+1fad', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA AND PROSGEGRAMMENI')
Character(character='ᾮ', codepoint='U+1fae', name='GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾯ', codepoint='U+1faf', name='GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI')
Character(character='ᾰ', codepoint='U+1fb0', name='GREEK SMALL LETTER ALPHA WITH VRACHY')
Character(character='ᾱ', codepoint='U+1fb1', name='GREEK SMALL LETTER ALPHA WITH MACRON')
Character(character='ᾲ', codepoint='U+1fb2', name='GREEK SMALL LETTER ALPHA WITH VARIA AND YPOGEGRAMMENI')
Character(character='ᾳ', codepoint='U+1fb3', name='GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI')
Character(character='ᾴ', codepoint='U+1fb4', name='GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI')
Character(character='ᾶ', codepoint='U+1fb6', name='GREEK SMALL LETTER ALPHA WITH PERISPOMENI')
Character(character='ᾷ', codepoint='U+1fb7', name='GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI')
Character(character='Ᾰ', codepoint='U+1fb8', name='GREEK CAPITAL LETTER ALPHA WITH VRACHY')
Character(character='Ᾱ', codepoint='U+1fb9', name='GREEK CAPITAL LETTER ALPHA WITH MACRON')
Character(character='Ὰ', codepoint='U+1fba', name='GREEK CAPITAL LETTER ALPHA WITH VARIA')
Character(character='Ά', codepoint='U+1fbb', name='GREEK CAPITAL LETTER ALPHA WITH OXIA')
Character(character='ᾼ', codepoint='U+1fbc', name='GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI')
Character(character='᾽', codepoint='U+1fbd', name='GREEK KORONIS')
Character(character='ι', codepoint='U+1fbe', name='GREEK PROSGEGRAMMENI')
Character(character='᾿', codepoint='U+1fbf', name='GREEK PSILI')
Character(character='῀', codepoint='U+1fc0', name='GREEK PERISPOMENI')
Character(character='῁', codepoint='U+1fc1', name='GREEK DIALYTIKA AND PERISPOMENI')
Character(character='ῂ', codepoint='U+1fc2', name='GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI')
Character(character='ῃ', codepoint='U+1fc3', name='GREEK SMALL LETTER ETA WITH YPOGEGRAMMENI')
Character(character='ῄ', codepoint='U+1fc4', name='GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI')
Character(character='ῆ', codepoint='U+1fc6', name='GREEK SMALL LETTER ETA WITH PERISPOMENI')
Character(character='ῇ', codepoint='U+1fc7', name='GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI')
Character(character='Ὲ', codepoint='U+1fc8', name='GREEK CAPITAL LETTER EPSILON WITH VARIA')
Character(character='Έ', codepoint='U+1fc9', name='GREEK CAPITAL LETTER EPSILON WITH OXIA')
Character(character='Ὴ', codepoint='U+1fca', name='GREEK CAPITAL LETTER ETA WITH VARIA')
Character(character='Ή', codepoint='U+1fcb', name='GREEK CAPITAL LETTER ETA WITH OXIA')
Character(character='ῌ', codepoint='U+1fcc', name='GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI')
Character(character='῍', codepoint='U+1fcd', name='GREEK PSILI AND VARIA')
Character(character='῎', codepoint='U+1fce', name='GREEK PSILI AND OXIA')
Character(character='῏', codepoint='U+1fcf', name='GREEK PSILI AND PERISPOMENI')
Character(character='ῐ', codepoint='U+1fd0', name='GREEK SMALL LETTER IOTA WITH VRACHY')
Character(character='ῑ', codepoint='U+1fd1', name='GREEK SMALL LETTER IOTA WITH MACRON')
Character(character='ῒ', codepoint='U+1fd2', name='GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA')
Character(character='ΐ', codepoint='U+1fd3', name='GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA')
Character(character='ῖ', codepoint='U+1fd6', name='GREEK SMALL LETTER IOTA WITH PERISPOMENI')
